Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
743,743,https://www.goodreads.com/book/show/59882911-manifest,Manifest,Brittany Cavallaro,Fantasy,English,3.59,152.0,"January 17, 2023",384.0,8.0,3539.0
744,743,https://www.goodreads.com/book/show/75593884-the-museum-of-failures,The Museum of Failures,Thrity Umrigar,Fiction,English,4.12,11270.0,"September 26, 2023",358.0,863.0,25500.0
745,743,https://www.goodreads.com/book/show/62874038-before-she-finds-me,Before She Finds Me,Heather Chavez,Thriller,English,3.82,3634.0,"June 27, 2023",352.0,139.0,13500.0
746,743,https://www.goodreads.com/book/show/88824822-in-the-beginning,In The Beginning,Simon Edge,Politics,English,4.26,61.0,"January 1, 2023",355.0,4.0,73.0
747,743,https://www.goodreads.com/book/show/61053701-up-with-the-sun,Up With the Sun,Thomas Mallon,Historical Fiction,English,3.68,524.0,"February 7, 2023",352.0,122.0,4230.0
748,743,https://www.goodreads.com/book/show/61796683-did-you-hear-about-kitty-karr,Did You Hear About Kitty Karr?,Crystal Smith Paul,Historical Fiction,English,3.75,58655.0,"May 2, 2023",416.0,6492.0,127000.0
749,743,https://www.goodreads.com/book/show/162479003-the-way-i-hate-him,The Way I Hate Him,Meghan Quinn,Romance,English,4.01,45281.0,"August 1, 2023",528.0,9920.0,35200.0
750,743,https://www.goodreads.com/book/show/61155017-when-the-moon-turns-blue,When the Moon Turns Blue,Pamela Terry,Fiction,English,4.06,956.0,"February 21, 2023",304.0,154.0,10500.0
751,743,https://www.goodreads.com/book/show/62919813-my-name-is-iris,My Name Is Iris,Brando Skyhorse,Fiction,English,3.38,1043.0,"August 1, 2023",257.0,120.0,21300.0
752,743,https://www.goodreads.com/book/show/135885667-firelight,Firelight,John Morrissey,Short Stories,English,4.01,70.0,"August 1, 2023",256.0,2.0,161.0
753,743,https://www.goodreads.com/book/show/122780999-a-noble-inheritance,A Noble Inheritance,Kasey Stockton,Regency,English,4.44,1852.0,"June 16, 2023",312.0,307.0,760.0
754,743,https://www.goodreads.com/book/show/127325358-out-of-options,Out of Options,Jillian West,Omegaverse,English,4.22,4033.0,"April 12, 2023",336.0,684.0,1300.0
755,743,https://www.goodreads.com/book/show/53517419-bitter-secrets,Bitter Secrets,Mia Knight,Romance,English,3.69,3551.0,"January 11, 2023",336.0,171.0,5045.0
756,743,https://www.goodreads.com/book/show/63327577-these-thin-lines,These Thin Lines,Milena McKay,Lesbian,English,4.43,1788.0,"January 25, 2023",404.0,254.0,1679.0
757,743,https://www.goodreads.com/book/show/63249723-teacher-s-pet,Teacher's Pet,Nicole Andelfinger,Graphic Novels,English,3.98,979.0,"June 27, 2023",224.0,163.0,560.0
758,743,https://www.goodreads.com/book/show/198065662-kill-your-husbands,Kill Your Husbands,Jack Heath,Mystery,English,3.78,7752.0,"November 1, 2023",384.0,1060.0,10300.0
759,743,https://www.goodreads.com/book/show/134969455-topographia-hibernica,Topographia Hibernica,Blindboy Boatclub,Short Stories,English,4.32,1043.0,"November 1, 2023",173.0,170.0,1181.0
760,743,https://www.goodreads.com/book/show/65974544-miasma,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
761,743,https://www.goodreads.com/book/show/61273812-you-could-make-this-place-beautiful,You Could Make This Place Beautiful,Maggie Smith,Memoir,English,4.07,29950.0,"April 11, 2023",320.0,2507.0,90400.0
762,743,https://www.goodreads.com/book/show/123683820-witch-of-wild-things,Witch of Wild Things,Raquel Vasquez Gilliland,Romance,English,3.72,11687.0,"September 12, 2023",320.0,563.0,57000.0
763,743,https://www.goodreads.com/book/show/156739124-dragonfall,Dragonfall,L.R. Lam,Fantasy,English,3.42,5676.0,"May 2, 2023",432.0,1673.0,51500.0
764,743,https://www.goodreads.com/book/show/110792623-beirut-station,Beirut Station: Two Lives of a Spy,Paul Vidich,Fiction,English,4.0,1444.0,"October 3, 2023",352.0,296.0,1239.0
765,743,https://www.goodreads.com/book/show/63946909-the-rigor-of-angels,"The Rigor of Angels: Borges, Heisenberg, Kant, and the Ultimate Nature of Reality",William Egginton,Philosophy,English,4.26,1042.0,"January 1, 2023",368.0,565.0,6143.0
766,743,https://www.goodreads.com/book/show/63819178-immortality,Immortality: A Love Story,Dana Schwartz,Historical Fiction,English,3.91,29787.0,"February 28, 2023",401.0,1247.0,66100.0
767,743,https://www.goodreads.com/book/show/122813947-the-fae-princes,The Fae Princes,Nikki St. Crowe,Fantasy,English,3.96,63004.0,"March 22, 2023",226.0,5742.0,36200.0
768,769,https://www.goodreads.com/book/show/64643985-the-dark-hours,The Dark Hours,David J. Gatward,Mystery,English,4.49,4903.0,"February 28, 2023",306.0,1358.0,919.0
769,769,https://www.goodreads.com/book/show/61062989-in-her-highlander-s-bed,In Her Highlander's Bed,Lynsay Sands,Romance,English,4.01,3218.0,"January 24, 2023",368.0,328.0,5694.0
770,769,https://www.goodreads.com/book/show/61152848-world-running-down,World Running Down,Al Hess,Science Fiction,English,3.96,720.0,"February 14, 2023",335.0,79.0,6172.0
771,769,https://www.goodreads.com/book/show/62216675-apartment-303,Apartment 303,Kelli Hawkins,Thriller,English,3.66,1019.0,"March 8, 2023",320.0,28.0,1527.0
772,769,https://www.goodreads.com/book/show/71277547-sex-and-gender,Sex and Gender,Alice Sullivan,Nonfiction,English,3.8,25.0,"August 25, 2023",294.0,13.0,129.0
773,769,https://www.goodreads.com/book/show/60889744-pirate-enlightenment-or-the-real-libertalia,"Pirate Enlightenment, or the Real Libertalia",David Graeber,History,English,3.33,1886.0,"January 24, 2023",176.0,367.0,7322.0
774,769,https://www.goodreads.com/book/show/74746175-and-other-mistakes,And Other Mistakes,Erika Turner,Young Adult,English,3.73,250.0,"February 14, 2023",317.0,14.0,2247.0
775,769,https://www.goodreads.com/book/show/61398984-but-have-you-read-the-book,But Have You Read the Book?: 52 Literary Gems That Inspired Our Favorite Films,Kristen Lopez,Nonfiction,English,3.36,913.0,"March 7, 2023",240.0,92.0,1459.0
776,769,https://www.goodreads.com/book/show/62058091-something-wild-wonderful,Something Wild & Wonderful,Anita Kelly,Romance,English,4.26,6483.0,"March 7, 2023",385.0,174.0,16100.0
777,769,https://www.goodreads.com/book/show/61980309-cursed-crowns,Cursed Crowns,Catherine Doyle,Fantasy,English,4.05,9634.0,"April 27, 2023",320.0,708.0,28800.0
778,769,https://www.goodreads.com/book/show/127924695-garron-park,Garron Park,Nordika Night,M M Romance,English,4.06,13077.0,"April 24, 2023",308.0,961.0,8231.0
779,769,https://www.goodreads.com/book/show/152747341-where-the-dead-wait,Where the Dead Wait,Ally Wilkes,Horror,English,3.2,1359.0,"December 5, 2023",464.0,233.0,14700.0
780,769,https://www.goodreads.com/book/show/199504666-something-is-killing-the-children-35,Something is Killing the Children #35,James Tynion IV,Comics,English,4.42,184.0,"November 29, 2023",35.0,4.0,55.0
781,769,https://www.goodreads.com/book/show/83825280-neverest,Neverest,T.L. Bodine,Horror,English,3.84,124.0,"April 25, 2023",292.0,7.0,328.0
782,769,https://www.goodreads.com/book/show/73936042-so-late-in-the-day,So Late in the Day,Claire Keegan,Short Stories,English,3.98,19577.0,"August 31, 2023",47.0,364.0,14300.0
783,769,https://www.goodreads.com/book/show/62621352-harlem-after-midnight,Harlem After Midnight,Louise Hare,Historical Fiction,English,3.51,635.0,"August 29, 2023",384.0,84.0,7534.0
784,769,https://www.goodreads.com/book/show/204269999-the-dragons-of-deepwood-fen,The Dragons of Deepwood Fen,Bradley P. Beaulieu,Fantasy,English,3.65,354.0,"December 5, 2023",704.0,87.0,7436.0
785,769,https://www.goodreads.com/book/show/195917358-the-rise-and-fall-of-the-east,"The Rise and Fall of the EAST: How Exams, Autocracy, Stability, and Technology Brought China Success, and Why They Might Lead to Its Decline",Yasheng Huang,China,English,4.22,205.0,"January 1, 2023",411.0,117.0,1250.0
786,787,https://www.goodreads.com/book/show/60784610-hex-you,Hex You,P.C. Cast,Fantasy,English,3.95,991.0,"January 31, 2023",304.0,75.0,20600.0
787,787,https://www.goodreads.com/book/show/75437495-resilient-reign,Resilient Reign,Aleatha Romig,Romance,English,4.39,821.0,"January 31, 2023",238.0,256.0,721.0
788,787,https://www.goodreads.com/book/show/59432722-the-cliff-s-edge,The Cliff's Edge,Charles Todd,Mystery,English,4.09,3622.0,"February 14, 2023",320.0,289.0,3624.0
789,787,https://www.goodreads.com/book/show/59718991-the-devil-s-playground,The Devil's Playground,Craig Russell,Horror,English,3.86,1650.0,"June 8, 2023",348.0,141.0,9152.0
790,787,https://www.goodreads.com/book/show/61822727-batman-superman,"Batman/Superman: World's Finest, Vol. 1: The Devil Nezha",Mark Waid,Comics,English,4.13,1985.0,"March 7, 2023",160.0,338.0,757.0
791,787,https://www.goodreads.com/book/show/61387955-the-last-animal,The Last Animal: A Novel,Ramona Ausubel,Fiction,English,3.45,5537.0,"April 18, 2023",278.0,460.0,16500.0
792,787,https://www.goodreads.com/book/show/63103329-never-have-i-ever,Never Have I Ever: Submitted to My Enemy,Willow Dixon,M M Romance,English,4.07,6327.0,"January 11, 2023",330.0,579.0,4208.0
793,787,https://www.goodreads.com/book/show/61913611-the-daydreams,The Daydreams,Laura Hankin,Fiction,English,3.59,9182.0,"May 2, 2023",368.0,265.0,29800.0
794,787,https://www.goodreads.com/book/show/88564046-thicker-than-water,Thicker than Water: A Memoir,Kerry Washington,Memoir,English,3.87,17627.0,"September 26, 2023",320.0,1388.0,28500.0
795,787,https://www.goodreads.com/book/show/61359197-seduction-of-a-psychopomp,Seduction of a Psychopomp: Erogenous Hand Holding and Other Ways to Tame your Reaper,Elsie Winters,Fantasy,English,4.01,1683.0,"July 21, 2023",290.0,238.0,2862.0
796,787,https://www.goodreads.com/book/show/198972299-tough-crowd,Tough Crowd: How I Made and Lost a Career in Comedy,Graham Linehan,Nonfiction,English,4.42,712.0,"October 12, 2023",288.0,73.0,326.0
797,787,https://www.goodreads.com/book/show/60864605-the-sun-and-the-void,The Sun and the Void,Gabriela Romero Lacruz,Fantasy,English,3.32,3429.0,"July 25, 2023",577.0,638.0,49900.0
798,787,https://www.goodreads.com/book/show/123281818-the-monster-s-den,The Monster's Den,Jillian West,Reverse Harem,English,4.2,8749.0,"March 25, 2023",328.0,1719.0,3236.0
799,787,https://www.goodreads.com/book/show/123957387-the-scarlet-veil,The Scarlet Veil,Shelby Mahurin,Fantasy,English,4.12,9845.0,"September 26, 2023",639.0,997.0,100000.0
800,787,https://www.goodreads.com/book/show/142202247-saga-65,Saga #65,Brian K. Vaughan,Graphic Novels,English,4.49,924.0,"June 21, 2023",32.0,48.0,136.0
801,787,https://www.goodreads.com/book/show/62292419-she-started-it,She Started It: A Novel,Sian Gilbert,Thriller,English,3.57,49070.0,"June 13, 2023",352.0,1275.0,73800.0
802,787,https://www.goodreads.com/book/show/61033975-recovery-road,Recovery Road,Christine Feehan,Romance,English,4.58,4565.0,"January 24, 2023",410.0,426.0,1099.0
803,787,https://www.goodreads.com/book/show/62036260-all-the-days-of-summer,All the Days of Summer,Nancy Thayer,Romance,English,4.01,9256.0,"May 2, 2023",370.0,801.0,16100.0
804,787,https://www.goodreads.com/book/show/61774690-flux,Flux,Jinwoo Chong,Science Fiction,English,3.37,5332.0,"March 21, 2023",341.0,532.0,32400.0
805,787,https://www.goodreads.com/book/show/105733501-agony-s-lodestone,Agony's Lodestone,Laura Keating,Horror,English,3.98,221.0,"April 8, 2023",116.0,7.0,663.0
806,787,https://www.goodreads.com/book/show/65215321-blackouts,Blackouts,Justin Torres,Fiction,English,3.75,8746.0,"October 10, 2023",306.0,1330.0,67200.0
807,787,https://www.goodreads.com/book/show/60046622-do-tell,Do Tell,Lindsay Lynch,Historical Fiction,English,3.21,2891.0,"July 11, 2023",352.0,411.0,10500.0
808,787,https://www.goodreads.com/book/show/84196795,Анатомия на безсмъртните видове,Alexandrina Krusharska,Fantasy,Bulgarian,4.58,382.0,"July 20, 2023",530.0,32.0,383.0
809,787,https://www.goodreads.com/book/show/61605476-i-am-homeless-if-this-is-not-my-home,I Am Homeless If This Is Not My Home,Lorrie Moore,Fiction,English,3.3,5665.0,"June 18, 2023",193.0,987.0,20800.0
810,787,https://www.goodreads.com/book/show/61089447-against-the-world,Against the World: Anti-Globalism and Mass Politics Between the World Wars,Tara Zahra,History,English,3.97,179.0,"January 1, 2023",384.0,64.0,2734.0
811,812,https://www.goodreads.com/book/show/75738557-fake-athlete,Fake Athlete,Cassi Hart,Romance,English,3.81,320.0,"January 11, 2023",61.0,89.0,134.0
812,812,https://www.goodreads.com/book/show/61484919-you-don-t-have-a-shot,You Don't Have a Shot,Racquel Marie,Romance,English,4.38,2376.0,"May 9, 2023",384.0,50.0,8704.0
813,812,https://www.goodreads.com/book/show/62806082-prophet,Prophet,Sin Blaché,Science Fiction,English,3.66,2780.0,"August 23, 2023",480.0,405.0,13400.0
814,812,https://www.goodreads.com/book/show/101673373-a-winter-in-new-york,A Winter in New York,Josie Silver,Romance,English,3.69,45071.0,"October 3, 2023",384.0,3513.0,83200.0
815,812,https://www.goodreads.com/book/show/198542046-return-to-monte-carlo,Return to Monte Carlo,Cate C. Wells,Romance,English,3.6,3242.0,"September 29, 2023",207.0,379.0,1365.0
816,812,https://www.goodreads.com/book/show/102186893-damaged-princess,Damaged Princess,Jillian West,Omegaverse,English,4.17,2864.0,"February 13, 2023",266.0,471.0,1126.0
817,812,https://www.goodreads.com/book/show/63117982-into-the-bright-sunshine,Into the Bright Sunshine: Young Hubert Humphrey and the Fight for Civil Rights,Samuel G. Freedman,History,English,4.31,295.0,"July 15, 2023",336.0,70.0,2682.0
818,812,https://www.goodreads.com/book/show/199108268-her-sunburnt-country,Her Sunburnt Country: The Extraordinary Literary Life of Dorothea Mackellar,Deborah Fitzgerald,Biography,English,3.74,62.0,"January 1, 2023",325.0,8.0,70.0
819,812,https://www.goodreads.com/book/show/62091172-miles-ever-after,Miles Ever After,T.L. Swan,Romance,English,4.29,31019.0,"March 16, 2023",236.0,6045.0,18500.0
820,812,https://www.goodreads.com/book/show/62802776-to-have-and-to-heist,To Have and to Heist,Sara Desai,Romance,English,3.52,4805.0,"July 18, 2023",416.0,273.0,22800.0
821,812,https://www.goodreads.com/book/show/58818667-extremely-online,"Extremely Online: the untold story of fame, influence, and power on the internet",Taylor Lorenz,Nonfiction,English,3.6,3202.0,"October 3, 2023",11.0,527.0,10200.0
822,812,https://www.goodreads.com/book/show/90203406-the-lost-boys-of-barlowe-theater,The Lost Boys of Barlowe Theater,Jaime Jo Wright,Mystery,English,4.26,1033.0,"October 10, 2023",379.0,62.0,6532.0
823,812,https://www.goodreads.com/book/show/198404979-saving-6,Saving 6,Chloe Walsh,Romance,English,4.48,102987.0,"February 14, 2023",623.0,8325.0,96300.0
824,812,https://www.goodreads.com/book/show/138343134-the-bodies-keep-coming,"The Bodies Keep Coming: Dispatches from a Black Trauma Surgeon on Racism, Violence, and How We Heal",Brian H. Williams,Memoir,English,4.39,632.0,"January 1, 2023",260.0,72.0,5545.0
825,826,https://www.goodreads.com/book/show/62621953-indigiqueerness,Indigiqueerness: A Conversation about Storytelling,Joshua Whitehead,Nonfiction,English,4.25,230.0,"June 4, 2023",95.0,9.0,1806.0
826,826,https://www.goodreads.com/book/show/63022569-the-summer-skies,The Summer Skies,Jenny Colgan,Romance,English,3.82,7732.0,"June 8, 2023",336.0,618.0,14700.0
827,826,https://www.goodreads.com/book/show/62241157-hey-hun,"Hey, Hun: Sales, Sisterhood, Supremacy, and the Other Lies Behind Multilevel Marketing",Emily Lynn Paulson,Nonfiction,English,3.61,11461.0,"May 30, 2023",384.0,440.0,21200.0
828,826,https://www.goodreads.com/book/show/135414148-a-night-at-the-tropicana,A Night at the Tropicana,Chanel Cleeton,Historical Fiction,English,4.02,5959.0,"October 1, 2023",41.0,1070.0,5250.0
829,826,https://www.goodreads.com/book/show/123430238-salt-kiss,Salt Kiss,Sierra Simone,Romance,English,4.04,12585.0,"September 12, 2023",352.0,1159.0,33700.0
830,826,https://www.goodreads.com/book/show/149111636-the-edge,The Edge,David Baldacci,Thriller,English,4.35,44561.0,"November 14, 2023",407.0,6404.0,17700.0
831,826,https://www.goodreads.com/book/show/60666845-just-the-nicest-couple,Just the Nicest Couple,Mary Kubica,Thriller,English,3.56,176550.0,"January 10, 2023",320.0,12700.0,118000.0
832,826,https://www.goodreads.com/book/show/61688521-the-secret-service-of-tea-and-treason,The Secret Service of Tea and Treason,India Holton,Romance,English,3.99,11979.0,"April 20, 2023",364.0,823.0,37200.0
833,826,https://www.goodreads.com/book/show/63202378-the-curse-of-the-marquis-de-sade,"The Curse of the Marquis de Sade: A Notorious Scoundrel, a Mythical Manuscript, and the Biggest Scandal in Literary History",Joel Warner,Nonfiction,English,3.59,761.0,"February 21, 2023",286.0,94.0,8183.0
834,826,https://www.goodreads.com/book/show/128126768-a-woman-i-know,"A Woman I Know: Female Spies, Double Identities, and a New Story of the Kennedy Assassination",Mary Haverstick,History,English,3.93,393.0,"November 14, 2023",548.0,176.0,4497.0
835,826,https://www.goodreads.com/book/show/61273798-generations,"Generations: The Real Differences Between Gen Z, Millennials, Gen X, Boomers, and Silents―and What They Mean for America's Future",Jean M. Twenge,Nonfiction,English,4.05,4239.0,"April 1, 2023",560.0,1616.0,18300.0
836,826,https://www.goodreads.com/book/show/123198413-the-harry-potter-wizarding-almanac,The Harry Potter Wizarding Almanac,J.K. Rowling,Fantasy,English,4.29,7511.0,"October 10, 2023",210.0,367.0,8078.0
837,838,https://www.goodreads.com/book/show/59977013-through-a-darkening-glass,Through a Darkening Glass,R.S. Maxwell,Historical Fiction,English,3.9,5600.0,"January 1, 2023",325.0,3115.0,7876.0
838,838,https://www.goodreads.com/book/show/61062983-the-duke-gets-even,The Duke Gets Even,Joanna Shupe,Historical Romance,English,4.09,3650.0,"January 24, 2023",372.0,182.0,6202.0
839,838,https://www.goodreads.com/book/show/62990658-for-the-fans,For the Fans,Nyla K.,M M Romance,English,4.34,43236.0,"February 23, 2023",546.0,6194.0,36400.0
840,838,https://www.goodreads.com/book/show/61324696-brutes,Brutes,Dizz Tate,Fiction,English,3.17,13235.0,"February 7, 2023",304.0,1002.0,64800.0
841,838,https://www.goodreads.com/book/show/129170836-the-anti-hero,The Anti-Hero,Sara Cate,Romance,English,4.02,19496.0,"July 14, 2023",366.0,3520.0,22700.0
