Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
591,592,https://www.goodreads.com/book/show/62669265-how-to-survive-history,"How to Survive History: How to Outrun a Tyrannosaurus, Escape Pompeii, Get Off the Titanic, and Survive the Rest of History's Deadliest Catastrophes",Cody Cassidy,Nonfiction,English,4.04,2066.0,"March 1, 2023",195.0,230.0,7320.0
592,593,https://www.goodreads.com/book/show/62840053-court-of-greed-and-gold,Court of Greed and Gold,Eliza Raine,Fantasy,English,4.13,15538.0,"March 2, 2023",308.0,2425.0,14700.0
593,594,https://www.goodreads.com/book/show/122494913-the-loner-s-prize,The Loner's Prize,Cassi Hart,Romance,English,3.85,504.0,"February 16, 2023",47.0,127.0,134.0
594,595,https://www.goodreads.com/book/show/86547617-once-upon-an-orc,Once Upon an Orc,Dani Wyatt,Fantasy,English,4.03,200.0,"February 27, 2023",140.0,86.0,153.0
595,596,https://www.goodreads.com/book/show/62593247-i-m-not-charlotte-lucas,I'm Not Charlotte Lucas,Kasey Stockton,Romance,English,3.86,2109.0,"February 1, 2023",240.0,62.0,1990.0
596,596,https://www.goodreads.com/book/show/61151449-under-fire,Under Fire,Lynn H. Blackburn,Christian Fiction,English,4.47,1152.0,"March 7, 2023",350.0,61.0,3087.0
597,596,https://www.goodreads.com/book/show/62814704-time-to-think,Time to Think: The Inside Story of the Collapse of the Tavistock's Gender Service for Children,Hannah Barnes,Nonfiction,English,4.39,1085.0,"February 16, 2023",455.0,227.0,2599.0
598,596,https://www.goodreads.com/book/show/62627505-unexpected,Unexpected: The Backstory of Finding Elizabeth Smart and Growing Up in the Culture of an American Religion,Chris Thomas,Nonfiction,English,3.85,307.0,"March 7, 2023",272.0,25.0,686.0
599,596,https://www.goodreads.com/book/show/61827548-just-as-you-are,Just as You Are,Camille Kellogg,Romance,English,3.74,4203.0,"April 25, 2023",320.0,171.0,18000.0
600,596,https://www.goodreads.com/book/show/63946689-the-delicate-art-of-death,The Delicate Art of Death,Ryan McGinnis,Thriller,English,4.41,39.0,"March 1, 2023",107.0,15.0,205.0
601,596,https://www.goodreads.com/book/show/61686727-so-shall-you-reap,So Shall You Reap,Donna Leon,Mystery,English,4.07,7475.0,"March 9, 2023",262.0,832.0,4560.0
602,596,https://www.goodreads.com/book/show/60656846-an-american-story,An American Story,Kwame Alexander,Picture Books,English,4.63,1493.0,"January 3, 2023",56.0,8.0,980.0
603,596,https://www.goodreads.com/book/show/61237136-sink,Sink: A Memoir,Joseph Earl Thomas,Memoir,English,3.69,1688.0,"February 21, 2023",256.0,200.0,24700.0
604,596,https://www.goodreads.com/book/show/63930053-make-you-wish-you-were-dead,Make You Wish You Were Dead,Jaclin Marie,Romance,English,3.46,827.0,"February 1, 2023",336.0,180.0,5118.0
605,596,https://www.goodreads.com/book/show/61273785-the-longest-race,"The Longest Race: Inside the Secret World of Abuse, Doping, and Deception on Nike's Elite Running Team",Kara Goucher,Nonfiction,English,4.45,12805.0,"March 14, 2023",288.0,445.0,10600.0
606,596,https://www.goodreads.com/book/show/59603394-thin-air,Thin Air,Kellie M. Parker,Mystery,English,3.5,1141.0,"October 17, 2023",304.0,55.0,6960.0
607,596,https://www.goodreads.com/book/show/64000639-bridge,Bridge,Lauren Beukes,Science Fiction,English,3.67,2283.0,"August 8, 2023",432.0,263.0,19200.0
608,596,https://www.goodreads.com/book/show/60784635-son-of-the-poison-rose,Son of the Poison Rose,Jonathan Maberry,Fantasy,English,4.33,996.0,"January 10, 2023",704.0,106.0,4776.0
609,596,https://www.goodreads.com/book/show/62215455-drinking-from-graveyard-wells,Drinking from Graveyard Wells: Stories,Yvette Lisa Ndlovu,Short Stories,English,4.38,348.0,"March 7, 2023",160.0,41.0,4681.0
610,596,https://www.goodreads.com/book/show/61193963-the-diary-keepers,"The Diary Keepers: World War II in the Netherlands, as Written by the People Who Lived Through It",Nina Siegal,History,English,4.33,517.0,"February 21, 2023",544.0,175.0,4434.0
611,596,https://www.goodreads.com/book/show/123454894-sherlock-holmes,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
612,596,https://www.goodreads.com/book/show/63019897-the-best-summer-of-our-lives,The Best Summer of Our Lives,Rachel Hauck,Christian Fiction,English,3.9,2436.0,"June 1, 2023",384.0,231.0,14600.0
613,596,https://www.goodreads.com/book/show/61047493-the-wicked-unseen,The Wicked Unseen,Gigi Griffis,Horror,English,3.73,1026.0,"June 20, 2023",288.0,55.0,7296.0
614,596,https://www.goodreads.com/book/show/63354882-the-engagement-party,The Engagement Party,Finley Turner,Thriller,English,3.42,2489.0,"November 7, 2023",315.0,439.0,8958.0
615,596,https://www.goodreads.com/book/show/113487804-knock-knock-open-wide,"Knock Knock, Open Wide",Neil Sharpson,Horror,English,3.99,1968.0,"September 26, 2023",329.0,275.0,10400.0
616,596,https://www.goodreads.com/book/show/178827414-why-nepal-fails,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
617,596,https://www.goodreads.com/book/show/59752240-the-three-of-us,The Three of Us,Ore Agbaje-Williams,Fiction,Unknown,2.95,6361.0,"May 16, 2023",192.0,410.0,22400.0
618,596,https://www.goodreads.com/book/show/61984801-wildflower,Wildflower: A Memoir,Aurora James,Memoir,English,4.32,958.0,"May 9, 2023",304.0,84.0,7715.0
619,596,https://www.goodreads.com/book/show/58349243-all-night-pharmacy,All-Night Pharmacy,Ruth Madievsky,Fiction,English,3.51,6591.0,"July 11, 2023",304.0,371.0,36000.0
620,596,https://www.goodreads.com/book/show/65974903-foxed,Foxed,Jay Hogan,M M Romance,English,4.17,1886.0,"January 12, 2023",323.0,259.0,779.0
621,596,https://www.goodreads.com/book/show/61069650-a-tall-dark-trouble,A Tall Dark Trouble,Vanessa Montalban,Fantasy,English,4.13,315.0,"August 29, 2023",384.0,30.0,14100.0
622,596,https://www.goodreads.com/book/show/95277332-the-last-bookwanderer,The Last Bookwanderer,Anna James,Fantasy,English,4.25,792.0,"September 14, 2023",320.0,50.0,1195.0
623,596,https://www.goodreads.com/book/show/140200356-enough,Enough,Cassidy Hutchinson,Nonfiction,English,4.3,17351.0,"September 26, 2023",379.0,3198.0,6204.0
624,596,https://www.goodreads.com/book/show/90219918-shadows-at-dusk,Shadows at Dusk,Elizabeth Goddard,Suspense,English,4.36,820.0,"October 1, 2023",352.0,60.0,3678.0
625,596,https://www.goodreads.com/book/show/62061497-everyone-on-this-train-is-a-suspect,Everyone on This Train Is a Suspect,Benjamin Stevenson,Mystery,English,3.85,51838.0,"October 17, 2023",336.0,4158.0,108000.0
626,596,https://www.goodreads.com/book/show/154366775-a-song-of-chaos,A Song of Chaos,C.C. Davie,Fantasy,English,4.83,41.0,"January 1, 2024",336.0,12.0,701.0
627,596,https://www.goodreads.com/book/show/61144963-promise-boys,Promise Boys,Nick Brooks,Mystery,Unknown,3.97,7823.0,"January 31, 2023",400.0,434.0,25300.0
628,596,https://www.goodreads.com/book/show/60594377-our-perfect-murder,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
629,596,https://www.goodreads.com/book/show/141275671-the-throne-of-broken-gods,The Throne of Broken Gods,Amber V. Nicole,Fantasy,English,4.22,41021.0,"May 18, 2023",619.0,6712.0,59200.0
630,596,https://www.goodreads.com/book/show/198483602-azriel,Azriel,Julie Mannino,M M Romance,English,4.0,43.0,"October 1, 2023",115.0,3.0,184.0
631,596,https://www.goodreads.com/book/show/62583508-talking-at-night,Talking at Night,Claire Daverley,Romance,English,3.95,42026.0,"June 6, 2023",400.0,3041.0,119000.0
632,596,https://www.goodreads.com/book/show/198542200-outdrawn,Outdrawn,Deanna Grey,Romance,English,4.19,4320.0,"November 17, 2023",328.0,907.0,13100.0
633,596,https://www.goodreads.com/book/show/125484660-the-pole,The Pole,J.M. Coetzee,Fiction,English,3.68,4023.0,"September 19, 2023",166.0,195.0,7138.0
634,596,https://www.goodreads.com/book/show/201043783-never-plan-a-billionaire-s-wedding,Never Plan a Billionaire's Wedding,Julia Kent,Romance,English,4.17,534.0,"November 28, 2023",258.0,276.0,5652.0
635,596,https://www.goodreads.com/book/show/62982170-wild-geese,Wild Geese,Soula Emmanuel,Fiction,English,3.86,627.0,"March 30, 2023",240.0,58.0,3151.0
636,596,https://www.goodreads.com/book/show/196226291-he-s-not-my-type,He's Not My Type,Meghan Quinn,Romance,English,4.26,65268.0,"November 28, 2023",394.0,9506.0,32600.0
637,596,https://www.goodreads.com/book/show/60784675-menewood,Menewood,Nicola Griffith,Historical Fiction,English,4.47,1081.0,"October 3, 2023",720.0,335.0,6640.0
638,596,https://www.goodreads.com/book/show/79997116-kabalista,Kabalista,Remigiusz Mróz,Audiobook,Polish,3.7,1758.0,"February 8, 2023",480.0,44.0,699.0
639,596,https://www.goodreads.com/book/show/58663472-godly-heathens,Godly Heathens,H.E. Edgmon,Fantasy,English,3.81,1677.0,"November 28, 2023",400.0,126.0,18900.0
640,596,https://www.goodreads.com/book/show/62558851-homebodies,Homebodies,Tembe Denton-Hurst,Fiction,English,3.31,4854.0,"May 2, 2023",320.0,440.0,35300.0
641,596,https://www.goodreads.com/book/show/134754338-derring-do-for-beginners,Derring-Do for Beginners,Victoria Goddard,Fantasy,English,4.52,460.0,"April 16, 2023",385.0,31.0,477.0
642,596,https://www.goodreads.com/book/show/203986087-ik-ben-hier-niet-om-f-cking-couscous-te-eten,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
643,596,https://www.goodreads.com/book/show/173509030-judgement-at-tokyo,Judgement at Tokyo: World War II on Trial and the Making of Modern Asia,Gary J. Bass,History,English,4.28,1003.0,"October 3, 2023",1387.0,797.0,10300.0
644,596,https://www.goodreads.com/book/show/123209437-monica,Monica,Daniel Clowes,Graphic Novels,English,3.93,4434.0,"October 1, 2023",106.0,153.0,5501.0
645,596,https://www.goodreads.com/book/show/59421138-catch-her-death,Catch Her Death,Melinda Leigh,Mystery,English,4.52,15823.0,"September 12, 2023",304.0,2959.0,6802.0
646,596,https://www.goodreads.com/book/show/63141930-the-once-and-future-sex,The Once and Future Sex: Going Medieval on Women's Roles in Society,Eleanor Janega,Nonfiction,English,4.06,2167.0,"January 17, 2023",260.0,376.0,11200.0
647,596,https://www.goodreads.com/book/show/123167557-please-tell-me,Please Tell Me,Mike Omer,Thriller,English,4.15,27671.0,"November 7, 2023",379.0,7469.0,25000.0
648,596,https://www.goodreads.com/book/show/98653877-the-oceans-and-the-stars,The Oceans and the Stars,Mark Helprin,Fiction,English,4.46,2235.0,"October 3, 2023",512.0,493.0,7745.0
649,596,https://www.goodreads.com/book/show/74951746-absolutely-and-forever,Absolutely and Forever,Rose Tremain,Fiction,English,3.88,4491.0,"September 21, 2023",177.0,329.0,3090.0
650,596,https://www.goodreads.com/book/show/76021730-pirates-of-the-slave-trade,Pirates of the Slave Trade: The Battle of Cape Lopez and the Birth of an American Institution,Angela C. Sutton,History,English,3.86,44.0,"December 15, 2023",264.0,13.0,2922.0
651,596,https://www.goodreads.com/book/show/63019896-in-this-moment,In This Moment,Gabrielle Meyer,Historical Fiction,English,4.47,4374.0,"May 2, 2023",416.0,205.0,7802.0
652,596,https://www.goodreads.com/book/show/60784614-cobalt-red,Cobalt Red: How the Blood of the Congo Powers Our Lives,Siddharth Kara,Nonfiction,English,4.37,10874.0,"January 31, 2023",288.0,259.0,8336.0
653,596,https://www.goodreads.com/book/show/200727928-die-wei-e-iris,Die Weiße Iris,Fabcaro,Bande Dessinée,German,3.82,3715.0,"October 26, 2023",48.0,43.0,317.0
654,596,https://www.goodreads.com/book/show/123276269-burned-dreams,Burned Dreams,Neva Altaj,Romance,English,3.88,26382.0,"July 1, 2023",290.0,2210.0,16700.0
655,596,https://www.goodreads.com/book/show/199516833-how-often-do-you-think-about-the-roman-empire,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
656,596,https://www.goodreads.com/book/show/197491143-artificial-wisdom,Artificial Wisdom,Thomas R. Weaver,Science Fiction,English,4.03,3771.0,"May 10, 2023",433.0,459.0,25600.0
657,596,https://www.goodreads.com/book/show/126865827-lyric-book,Lyric Book,Ichiko Aoba,Poetry,English,4.76,21.0,"March 27, 2023",153.0,3.0,54.0
658,596,https://www.goodreads.com/book/show/152572611-stolen-hearts,Stolen Hearts,Eliza Lentzski,Audiobook,English,4.59,543.0,"May 16, 2023",290.0,75.0,126.0
659,596,https://www.goodreads.com/book/show/62318761-the-girl-in-the-woods,The Girl in the Woods,Kristen Ashley,Romance,English,4.25,4016.0,"March 21, 2023",386.0,464.0,1626.0
660,661,https://www.goodreads.com/book/show/97251404-troping-through-the-snow,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
661,661,https://www.goodreads.com/book/show/61102577-strangers-in-the-night,Strangers in the Night,Heather Webb,Historical Fiction,English,3.85,1401.0,"March 21, 2023",432.0,241.0,9879.0
662,661,https://www.goodreads.com/book/show/61089457-culture,"Culture: The Story of Us, From Cave Art to K-Pop",Martin Puchner,History,English,3.83,479.0,"February 7, 2023",384.0,104.0,2058.0
663,661,https://www.goodreads.com/book/show/60784640-africatown,Africatown: America's Last Slave Ship and the Community It Created,Nick Tabor,History,English,4.13,369.0,"February 21, 2023",384.0,68.0,4827.0
664,661,https://www.goodreads.com/book/show/61145046-reef-road,Reef Road,Deborah Goodrich Royce,Mystery,English,3.53,2075.0,"January 10, 2023",320.0,144.0,26900.0
665,661,https://www.goodreads.com/book/show/62358270-conquest,Conquest,Nina Allan,Science Fiction,English,3.6,267.0,"May 11, 2023",320.0,24.0,1243.0
666,661,https://www.goodreads.com/book/show/75592530-we-will-reign,We Will Reign,Rachel Leigh,Reverse Harem,English,3.73,3813.0,"March 10, 2023",271.0,1693.0,10600.0
667,661,https://www.goodreads.com/book/show/62874014-the-wolf-hunt,The Wolf Hunt,Ayelet Gundar-Goshen,Fiction,English,4.06,3127.0,"December 5, 2021",288.0,163.0,6588.0
668,661,https://www.goodreads.com/book/show/62564011-this-is-where-it-ends,This Is Where It Ends: A Novel,Cindy K. Sproles,Historical Fiction,English,4.19,658.0,"June 1, 2023",288.0,63.0,5960.0
669,661,https://www.goodreads.com/book/show/123987259-city-of-souls-and-sinners,City of Souls and Sinners,Kayla Edwards,Fantasy,English,4.17,5657.0,"February 21, 2023",680.0,3046.0,21200.0
670,661,https://www.goodreads.com/book/show/63912084-black-lies,Black Lies,Mercedes Mercier,Crime,English,4.28,572.0,"June 7, 2023",320.0,7.0,350.0
671,661,https://www.goodreads.com/book/show/61613272-period,Period: The Real Story of Menstruation,Kate Clancy,Nonfiction,English,3.93,744.0,"April 11, 2023",249.0,147.0,5848.0
672,661,https://www.goodreads.com/book/show/145616869-the-art-of-husbandry,The Art of Husbandry,Jay Hogan,M M Romance,English,4.4,1798.0,"June 1, 2023",402.0,319.0,2744.0
673,661,https://www.goodreads.com/book/show/60784443-rubicon,Rubicon,J.S. Dewes,Science Fiction,English,3.93,2157.0,"March 28, 2023",469.0,167.0,7208.0
674,661,https://www.goodreads.com/book/show/198006389-thieves-gambit,Thieves' Gambit,Kayvion Lewis,Young Adult,Danish,3.87,11977.0,"September 26, 2023",397.0,838.0,53100.0
675,661,https://www.goodreads.com/book/show/94020345-house-of-longing,House of Longing,Tara Calaby,Historical Fiction,English,3.86,110.0,"May 30, 2023",416.0,6.0,500.0
676,661,https://www.goodreads.com/book/show/161132744-plus-two,Plus Two,Jillian West,Omegaverse,Unknown,4.15,6142.0,"May 27, 2023",386.0,1431.0,1559.0
677,661,https://www.goodreads.com/book/show/62192405-revolutionary-spring,"Revolutionary Spring: Europe Aflame and the Fight for a New World, 1848-1849",Christopher Clark,History,English,4.19,707.0,"April 27, 2023",1152.0,454.0,8546.0
678,661,https://www.goodreads.com/book/show/182102484-and-in-between,And In-Between,Julie Mannino,Fantasy,English,3.99,106.0,"September 3, 2023",336.0,16.0,150.0
679,661,https://www.goodreads.com/book/show/63354443-cloak-of-scarlet,Cloak of Scarlet,Melanie Dickerson,Historical Fiction,English,4.01,969.0,"August 15, 2023",336.0,56.0,4333.0
680,661,https://www.goodreads.com/book/show/75571237-the-twelve-books-of-christmas,The Twelve Books of Christmas,Kate Carlisle,Mystery,English,3.86,2189.0,"October 24, 2023",336.0,244.0,2138.0
681,661,https://www.goodreads.com/book/show/137167514-bli-hos-meg,Bli hos meg,Hanne Ørstavik,Fiction,Norwegian,3.59,128.0,"January 1, 2023",211.0,25.0,409.0
682,661,https://www.goodreads.com/book/show/193898666-heart-of-night-and-fire,Heart of Night and Fire,Nisha J. Tuli,Fantasy,English,3.9,2890.0,"September 15, 2023",370.0,1004.0,12400.0
683,661,https://www.goodreads.com/book/show/63905241-blood-steel,Blood & Steel,Helen Scheuerer,Fantasy,English,4.21,39757.0,"February 13, 2023",550.0,7968.0,123000.0
684,661,https://www.goodreads.com/book/show/60714138-and-then-he-sang-a-lullaby,And Then He Sang a Lullaby,Ani Kayode Somtochukwu,Fiction,English,4.15,928.0,"June 6, 2023",304.0,62.0,8261.0
685,661,https://www.goodreads.com/book/show/61420112-once-more-with-feeling,Once More with Feeling,Elissa Sussman,Romance,English,3.56,27969.0,"May 30, 2023",416.0,792.0,63500.0
686,661,https://www.goodreads.com/book/show/61948983-hotel-laguna,Hotel Laguna,Nicola Harrison,Historical Fiction,English,3.8,3012.0,"June 20, 2023",304.0,118.0,19700.0
687,661,https://www.goodreads.com/book/show/202120826-magdalene-nox,Magdalene Nox,Milena McKay,Lesbian,English,4.57,1145.0,"November 16, 2023",450.0,173.0,513.0
688,661,https://www.goodreads.com/book/show/74827412-an-honest-man,An Honest Man,Michael Koryta,Thriller,English,4.11,4289.0,"July 25, 2023",385.0,310.0,7703.0
689,661,https://www.goodreads.com/book/show/61783327-the-daughters-of-madurai,The Daughters of Madurai,Rajasree Variyar,Historical Fiction,English,4.09,5350.0,"February 28, 2023",336.0,549.0,15800.0
690,661,https://www.goodreads.com/book/show/124935969-glow-of-the-everflame,Glow of the Everflame,Penn Cole,Fantasy,English,4.38,82454.0,"July 18, 2023",637.0,7757.0,59500.0
691,661,https://www.goodreads.com/book/show/184470846-silent-lies,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
692,693,https://www.goodreads.com/book/show/75585230-transcendent,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
693,693,https://www.goodreads.com/book/show/61151461-everything-is-just-beginning,Everything Is Just Beginning: A Novel,Erin Bartels,Historical Fiction,English,4.12,527.0,"January 17, 2023",352.0,41.0,4181.0
694,693,https://www.goodreads.com/book/show/61039214-monkey-prince-vol-1,Monkey Prince Vol. 1: Enter the Monkey,Gene Luen Yang,Comics,English,3.66,261.0,"January 24, 2023",144.0,9.0,158.0
695,693,https://www.goodreads.com/book/show/127593128-the-last-language,The Last Language,Jennifer duBois,Fiction,English,3.71,390.0,"October 17, 2023",240.0,31.0,1353.0
696,693,https://www.goodreads.com/book/show/63130875-between-commitment-and-betrayal,Between Commitment and Betrayal,Shain Rose,Romance,English,3.76,41853.0,"March 23, 2023",384.0,11500.0,68200.0
697,693,https://www.goodreads.com/book/show/72092843-hungry-ghosts,Hungry Ghosts,Kevin Jared Hosein,Historical Fiction,English,3.83,2189.0,"February 7, 2023",13.0,310.0,14100.0
698,693,https://www.goodreads.com/book/show/61280566-night-angel-nemesis,Night Angel Nemesis,Brent Weeks,Fantasy,English,4.05,5108.0,"April 25, 2023",838.0,1135.0,12900.0
699,693,https://www.goodreads.com/book/show/64631561-the-many-lives-of-mama-love,"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing",Lara Love Hardin,Memoir,English,4.46,65238.0,"August 1, 2023",319.0,2941.0,88100.0
700,693,https://www.goodreads.com/book/show/93864968-where-i-slept,Where I Slept,Libby Angel,Fiction,English,3.2,79.0,"May 30, 2023",304.0,5.0,194.0
701,693,https://www.goodreads.com/book/show/62562854-will-they-or-won-t-they,Will They or Won't They,Ava Wilder,Romance,English,3.58,17853.0,"June 27, 2023",384.0,538.0,88100.0
702,693,https://www.goodreads.com/book/show/155693024-the-mechanics-of-lust,The Mechanics of Lust,Jay Hogan,M M Romance,English,4.36,1253.0,"October 19, 2023",387.0,158.0,515.0
703,693,https://www.goodreads.com/book/show/197351497-the-passing-of-the-dragon,The Passing of the Dragon,Ken Liu,Fantasy,English,4.1,720.0,"September 13, 2023",46.0,33.0,1810.0
704,693,https://www.goodreads.com/book/show/58651856-foxglove,Foxglove,Adalyn Grace,Fantasy,English,4.14,49551.0,"August 22, 2023",465.0,4174.0,101000.0
705,693,https://www.goodreads.com/book/show/62987364-the-mystery-at-dunvegan-castle,The Mystery at Dunvegan Castle,T.L. Huchu,Fantasy,English,3.92,1984.0,"July 27, 2023",389.0,118.0,2842.0
706,693,https://www.goodreads.com/book/show/176611956-the-call-of-the-sea,The Call of the Sea,Kate Schumacher,Fantasy,English,4.05,594.0,"August 5, 2023",516.0,323.0,10500.0
707,693,https://www.goodreads.com/book/show/63898964-stacey-s-mistake,Stacey's Mistake: A Graphic Novel,Ellen T. Crenshaw,Graphic Novels,English,4.16,2494.0,"October 3, 2023",160.0,427.0,1756.0
708,693,https://www.goodreads.com/book/show/63241097-murder-in-the-family,Murder in the Family,Cara Hunter,Mystery,English,3.74,41824.0,"July 20, 2023",466.0,3775.0,96300.0
709,693,https://www.goodreads.com/book/show/62103336-maniac,Maniac,Onley James,M M Romance,English,4.16,6744.0,"February 16, 2023",267.0,329.0,2375.0
710,693,https://www.goodreads.com/book/show/195077265-warrior-king,Warrior King,Eden Winters,Fantasy,English,4.05,369.0,"August 25, 2023",336.0,68.0,326.0
711,693,https://www.goodreads.com/book/show/57580217-confidence,Confidence,Rafael Frumkin,Fiction,English,3.61,1696.0,"March 7, 2023",320.0,111.0,13300.0
712,693,https://www.goodreads.com/book/show/61273815-tasting-history,"Tasting History: Explore the Past through 4,000 Years of Recipes",Max Miller,Cookbooks,English,4.38,1205.0,"April 18, 2023",256.0,618.0,4505.0
713,693,https://www.goodreads.com/book/show/75593498-the-hexologists,The Hexologists,Josiah Bancroft,Fantasy,English,3.8,5346.0,"September 26, 2023",313.0,866.0,26600.0
714,693,https://www.goodreads.com/book/show/62611204-he-should-have-told-the-bees,He Should Have Told the Bees,Amanda Cox,Christian Fiction,English,4.03,3213.0,"August 1, 2023",336.0,215.0,10200.0
715,693,https://www.goodreads.com/book/show/62058590-a-winter-grave,A Winter Grave,Peter May,Crime,English,4.08,8191.0,"January 19, 2023",368.0,873.0,2396.0
716,693,https://www.goodreads.com/book/show/61346151-the-white-lady,The White Lady,Jacqueline Winspear,Historical Fiction,English,4.07,18220.0,"March 21, 2023",321.0,2151.0,18000.0
717,693,https://www.goodreads.com/book/show/124949132-the-second-chance-year,The Second Chance Year,Melissa Wiesner,Romance,English,3.98,13106.0,"December 5, 2023",328.0,618.0,29400.0
718,693,https://www.goodreads.com/book/show/123471760-spark-of-the-everflame,Spark of the Everflame,Penn Cole,Fantasy,English,4.21,103390.0,"January 1, 2023",438.0,18300.0,287000.0
719,693,https://www.goodreads.com/book/show/206720687-n-dv-ndigt-ont,Nödvändigt ont,Maria Adolfsson,Crime,Swedish,3.79,743.0,"February 14, 2023",349.0,16.0,178.0
720,721,https://www.goodreads.com/book/show/61839163-taken,Taken,Dinuka McKenzie,Crime,English,3.98,1534.0,"February 1, 2023",327.0,81.0,1255.0
721,721,https://www.goodreads.com/book/show/61423847-ana-mar-a-and-the-fox,Ana María and the Fox,Liana De la Rosa,Romance,English,3.46,6693.0,"April 1, 2023",352.0,346.0,23100.0
722,721,https://www.goodreads.com/book/show/65113313-strange-and-difficult-times,Strange and Difficult Times: Notes on a Global Pandemic,Nanjala Nyabola,Africa,English,4.18,17.0,"February 1, 2023",224.0,2.0,87.0
723,721,https://www.goodreads.com/book/show/63839542-the-good-the-bad-and-the-history,"The Good, the Bad and the History",Jodi Taylor,Time Travel,English,4.65,4232.0,"June 22, 2023",478.0,417.0,1691.0
724,721,https://www.goodreads.com/book/show/61885057-while-you-were-out,While You Were Out: An Intimate Family Portrait of Mental Illness in an Era of Silence,Meg Kissinger,Nonfiction,English,4.28,12573.0,"September 5, 2023",320.0,1204.0,61300.0
725,721,https://www.goodreads.com/book/show/175687620-my-f-cked-up-paradise,My F*cked Up Paradise,J.B. Salsbury,Romance,English,4.16,412.0,"June 12, 2023",386.0,80.0,267.0
726,721,https://www.goodreads.com/book/show/65212010-death-is-my-bff,Death is My BFF,Katarina E. Tonks,Fantasy,English,4.25,4004.0,"July 6, 2011",384.0,355.0,11800.0
727,721,https://www.goodreads.com/book/show/112975117-astor,Astor: The Rise and Fall of an American Fortune,Anderson Cooper,Nonfiction,English,3.77,14748.0,"September 19, 2023",322.0,2797.0,24900.0
728,721,https://www.goodreads.com/book/show/62952130-the-vaster-wilds,The Vaster Wilds,Lauren Groff,Historical Fiction,English,3.76,35400.0,"May 16, 2016",272.0,3176.0,78300.0
729,721,https://www.goodreads.com/book/show/105735487-normal-rules-don-t-apply,Normal Rules Don't Apply,Kate Atkinson,Short Stories,English,3.7,8475.0,"September 13, 2023",240.0,979.0,13500.0
730,721,https://www.goodreads.com/book/show/61783761-carmageddon,Carmageddon: How Cars Make Life Worse and What to Do About It,Daniel Knowles,Nonfiction,English,4.28,760.0,"March 28, 2023",256.0,100.0,2796.0
731,721,https://www.goodreads.com/book/show/75384035-the-ever-king,The Ever King,L.J. Andrews,Fantasy,English,4.17,55661.0,"July 19, 2023",408.0,18800.0,142000.0
732,721,https://www.goodreads.com/book/show/199127800-blood-in-the-machine,Blood in the Machine: The Origins of the Rebellion Against Big Tech,Brian Merchant,History,English,4.14,940.0,"May 30, 2023",16.0,324.0,6284.0
733,721,https://www.goodreads.com/book/show/60376658-the-memory-eater,The Memory Eater,Rebecca Mahoney,Fantasy,English,3.82,429.0,"March 14, 2023",336.0,21.0,4908.0
734,721,https://www.goodreads.com/book/show/61140753-a-match-in-the-making,A Match in the Making,Jen Turano,Romance,English,4.18,2371.0,"February 21, 2023",358.0,164.0,6148.0
735,721,https://www.goodreads.com/book/show/60410729-we-should-not-be-friends,We Should Not Be Friends: The Story of a Friendship,Will Schwalbe,Memoir,English,3.89,2727.0,"February 21, 2023",336.0,244.0,11400.0
736,721,https://www.goodreads.com/book/show/64627957-the-library-of-shadows,The Library of Shadows,Rachel Moore,Fantasy,English,3.57,4229.0,"September 5, 2023",366.0,331.0,24700.0
737,721,https://www.goodreads.com/book/show/61399137-the-house-on-mulberry-street,The House on Mulberry Street,Jeannie Chin,Romance,English,3.89,210.0,"March 7, 2023",359.0,19.0,3066.0
738,721,https://www.goodreads.com/book/show/159948922-state-of-denial,State of Denial,Marie Force,Romance,English,4.65,3566.0,"August 25, 2023",354.0,1273.0,314.0
739,721,https://www.goodreads.com/book/show/187859241-the-putin-files,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
740,721,https://www.goodreads.com/book/show/101135695-soldier-of-destiny,"Soldier of Destiny: Slavery, Secession, and the Redemption of Ulysses S. Grant",John Reeves,History,English,3.76,88.0,"December 5, 2023",289.0,9.0,359.0
741,721,https://www.goodreads.com/book/show/75293535-the-paris-mystery,The Paris Mystery,Kirsty Manning,Mystery,English,3.42,1825.0,"August 8, 2023",320.0,160.0,13300.0
742,743,https://www.goodreads.com/book/show/75609755-candy-for-my-orc-boss,Candy for My Orc Boss,Ava Ross,Romance,English,3.9,3481.0,"January 13, 2023",194.0,818.0,1099.0
